objectid,title,display_template,creator,date,degree,thesis_url,description,location,object_location,subject,format,rights,website,image_small,latitude,longitude
hist_264,Canada's righteous : a history of the Canadian National Committee on Refugees and Victims of Political Persecution,pdf,"Craft, Kenneth",1987,Master of Arts,https://curve.carleton.ca/8de722ed-dfee-4f86-9b04-7f3eff7e903e,By 1938 a small group of Canadians were aware that Germany's Nazi regime was following a policy of expelling Jews. In the years leading up to the Second World War the League of Nations Society in Canada sought to aid these refugees. In late 1938 they realized they could no longer assist refugees and fulfill their other humanitarian obligations. In October 1938 the League of Nations Society in Canada executive voted to create a Canadian National Committee on Refugees and Victims of Political Persecution (CNCR).,Canada;Europe,https://curve.carleton.ca/8de722ed-dfee-4f86-9b04-7f3eff7e903e,fascism;refugees,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg,56.1304,-106.3468
hist_328,"No news is good news : Ernest J. Chambers and censorship of printed matter in Canada, 1915-1920.",record,"Keshen, Jeff",1987,Master of Arts,n/a,not yet transcribed,Canada,https://ocul-crl.primo.exlibrisgroup.com/permalink/01OCUL_CRL/1gqvnf4/alma991002364519705153,"Chambers, Ernest J., 1862-1925; World War, 1914-1918; Public opinion; Censorship",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson1.jpg,56.1304,-106.3468
hist_255,"The philosophy of agriculture; the promise of the intellect in Ontario farming, 1835-1914.",pdf,"Nesmith, Tom",1988,Doctor of Philosophy,https://curve.carleton.ca/fa66a158-f46c-4f09-a663-9e982cda5b3a,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/fa66a158-f46c-4f09-a663-9e982cda5b3a/etd_pdf/d7e4f90f49b4b3ddc70f8bf4fbddf6e0/nesmith-thephilosophyofagriculturethepromiseofthe.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson1.jpg, ,
hist_256,"The genesis of reform politics in Upper Canada; the opposition group of the fifth parliament, 1809-1812.",pdf,"Kino, Junko",1988,Master of Arts,https://curve.carleton.ca/87b7ff45-b2ab-4f6d-b1b2-4f384e8c173d,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/87b7ff45-b2ab-4f6d-b1b2-4f384e8c173d/etd_pdf/4b0a5f6bfb3dd75e8f70cb99842409b7/kino-thegenesisofreformpoliticsinuppercanadathe.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg, ,
hist_257,"The social and political thought of the Farmers Institutes of Ontario, 1884-1917; manifestations of agrarian discontent.",pdf,"Badgley, Kerry A.",1988,Master of Arts,https://curve.carleton.ca/ae9ab566-5bbc-4541-a33f-a315d7c5cc3a,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/ae9ab566-5bbc-4541-a33f-a315d7c5cc3a/etd_pdf/e5395df0fc23b65f98e51974411e7910/badgley-thesocialandpoliticalthoughtofthefarmersinstitutes.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/wp-content/uploads/paterson-hall-thumb.jpg, ,
hist_258,"Educating for peace and co-operation: the Womens International League for Peace and Freedom in Canada, 1919-1929.",pdf,"Boutilier, Beverly",1988,Master of Arts,https://curve.carleton.ca/4400f54e-44b4-4056-8045-22d59ed1c948,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/4400f54e-44b4-4056-8045-22d59ed1c948/etd_pdf/897bb029354eb9f454d89c908c9a909a/boutilier-educatingforpeaceandcooperationthewomensinternational.pdf,Women's International League For Peace And Freedom; Women And Peace; Peace Movements ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson7.jpg,56.1304,-106.3468
hist_259,"Dan McArthurs concept of objectivity and his struggle to defend the integrity of the CBC News Service, 1940-1945.",pdf,"Albota, Robert J. F.",1988,Master of Arts,https://curve.carleton.ca/38f243aa-b2aa-4d15-82d2-fa0c6f0c8829,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/38f243aa-b2aa-4d15-82d2-fa0c6f0c8829/etd_pdf/420fd52d948f413301159554586e8636/albota-danmcarthursconceptofobjectivityandhisstruggle.pdf,"Mcarthur, Daniel C;Canadian Broadcasting Corporation; Radio Journalism ",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson6.jpg,56.1304,-106.3468
hist_260,The Other navy at war: the RCNs tribal class destroyers 1939-1944.,pdf,"Whitby, Michael J.",1988,Master of Arts,https://curve.carleton.ca/82204709-540c-4b0e-8375-7e774cf01da9,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/82204709-540c-4b0e-8375-7e774cf01da9/etd_pdf/2c5966f70dbf7876d72867e7ee6e7425/whitby-theothernavyatwarthercnstribalclassdestroyers.pdf,"Destroyers (Warships) Royal Canadian Navy ;History World War, 1939-1945World War, 1939-1945 ;Naval Operations, Canadian",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson5.jpg,56.1304,-106.3468
hist_261,"The diplomacy of appeasement in the phony war, September 1939 - April 1940",pdf,"Gregory, Andrew G. (Andrew George)",1988,Master of Arts,https://curve.carleton.ca/49176606-f770-4a62-bc36-c4688bc36706,"This study of mostly British and German but also Dutch, and American initiatives to end the war by negotiation before Hitler invaded the West examines Chamberlain's exploration of a settlement with the German resistance. Chamberlain expected an immediate economic collapse of Germany and Hitler's replacement by right-wing conservative/military elements. Their failure to dislodge Hitler should not detract from the significance of the negotiations and the light they throw on both Chamberlain's policy of appeasement and war aims. During the Phony War, Chamberlain's minimum conditions for a settlement increased as his faith in the German resistance's ability to depose Hitler and form a trustworthy Government diminished.",Europe,https://curve.carleton.ca/49176606-f770-4a62-bc36-c4688bc36706,fascism;appeasement,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson3.jpg,54.559323,-3.174022
hist_250,"Delivering electrical technology to the Ontario housewife, 1920-1939: an alliance of professional women, advertisers and the electrical industry.",pdf,"Dodd, Dianne E.",1989,Doctor of Philosophy,https://curve.carleton.ca/368e346e-261f-4119-ba0d-fff206085a28,not yet transcribed,Ontario,https://curve.carleton.ca/system/files/etd/368e346e-261f-4119-ba0d-fff206085a28/etd_pdf/89a0b7a068d6bcb34f105bd26a91a580/dodd-deliveringelectricaltechnologytotheontario.pdf,Electric Industries ;Ontario ;Electric Industries ;Ontario ;Social Aspects;Electric Household Appliances Industry ;Ontario ; Women ;Social Conditions;Technology ;Social Aspects,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson7.jpg,51.2538,-85.3232
hist_251,Daily life on western Hudson Bay 1714 to 1870: a social history of York Factory and Churchill.,pdf,"Payne, Michael B.",1989,Doctor of Philosophy,https://curve.carleton.ca/73ed5e20-770d-45a7-abda-f86a1b8b1f0b,not yet transcribed,Manitoba,https://curve.carleton.ca/system/files/etd/73ed5e20-770d-45a7-abda-f86a1b8b1f0b/etd_pdf/4eb668cfb506b4440ba0dd3cfdfd8827/payne-dailylifeonwesternhudsonbay1714to1870asocial.pdf,York Factory; Social Conditions;Churchill;Hudson's Bay Company ;Fur Trade ,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson6.jpg,53.7609,-98.8139
hist_252,"The Irish question in Canada: Ireland, the Irish and Canadian politics, 1880-1922.",pdf,"Shanahan, David",1989,Doctor of Philosophy,https://curve.carleton.ca/cd13bff5-ec8f-479b-9199-a89154215cc7,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/cd13bff5-ec8f-479b-9199-a89154215cc7/etd_pdf/a912351973077ef4eb0df785ce36771c/shanahan-theirishquestionincanadairelandtheirishand.pdf,Irish Canadians ;Cultural Assimilation; Irish ; Irish Question;Politics And Government 1867-,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson5.jpg,56.1304,-106.3468
hist_253,The Negotiations between Canada and India for the supply of the N.R.X. nuclear research reactor 1955-56: a case study in participatory internationalism.,pdf,"Lonergan, Iris Heidrun",1989,Master of Arts,https://curve.carleton.ca/c8ece761-e309-432c-b8e1-c05235993d90,not yet transcribed,Canada; India,https://curve.carleton.ca/system/files/etd/c8ece761-e309-432c-b8e1-c05235993d90/etd_pdf/937eeaf9bafa9d4f9747a1742765e699/lonergan-thenegotiationsbetweencanadaandindiaforthe.pdf,"Canada India Reactor Project; Technical Assistance, Canadian ;India;Foreign Relations ;India;India;Foreign Relations ; Internationalism ;Case Studies",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson3.jpg,56.1304,-106.3468
hist_254,Sudbury 1883-1946: a social historical study of property and class.,pdf,"Dennie, Donald",1989,Doctor of Philosophy,https://curve.carleton.ca/5849edcf-0272-4caf-8c5b-067f46de01c9,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/5849edcf-0272-4caf-8c5b-067f46de01c9/etd_pdf/1dfc332d31481ecb076750a0a40561e3/dennie-sudbury18831946asocialhistoricalstudyofproperty.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson2.jpg, ,
hist_246,"A dolls house or the house of the dead : political exiles in northern Russia and Siberia, 1880-1917.",pdf,"Donicht, Gaby",1990,Master of Arts,https://curve.carleton.ca/8748e10e-9e9e-40b8-b683-283c467a0b51,not yet transcribed,Russia,https://curve.carleton.ca/system/files/etd/8748e10e-9e9e-40b8-b683-283c467a0b51/etd_pdf/7b72547fbdefa4c2ae283f8b5a21f878/donicht-adollshouseorthehouseofthedeadpoliticalexiles.pdf,"Russia ;Exiles; Siberia (Russia) ;Politics And Government; Russia, Northern ;Politics And Government;Exiles;Social Conditions",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson1.jpg,61.5240,105.3188
hist_247,The growth of the protestant chaplains service in the Canadian military 1945-1968 : the pursuit of assumed status.,pdf,"Fowler, Albert G.",1990,Master of Arts,https://curve.carleton.ca/36e29c52-64dc-4ebe-b012-147fb25643f0,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/36e29c52-64dc-4ebe-b012-147fb25643f0/etd_pdf/adabe93f4cf9ce119a05f6fb72dffee8/fowler-thegrowthoftheprotestantchaplainsservicein.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg, ,
hist_248,Feed the flame : a natural history of the Ottawa Literary and Scientific Society.,pdf,"Gaizauskas, Barbara",1990,Master of Arts,https://curve.carleton.ca/b81c434b-04c8-4886-9c97-cfc1a560ff51,not yet transcribed,Ottawa,https://curve.carleton.ca/system/files/etd/b81c434b-04c8-4886-9c97-cfc1a560ff51/etd_pdf/30983676ed20474b11d22344cecd7030/gaizauskas-feedtheflameanaturalhistoryoftheottawaliterary.pdf,Ottawa Literary And Scientific Society; Ottawa (Ont;Intellectual Life; Ottawa (Ont;Social Life And Customs; Ottawa (Ont;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg,45.4215,-75.6972
hist_249,"Continued and persevering combat : the Ontario Womans Christian Temperance Union, evangelicalism and social reform, 1874-1916.",pdf,"Cook, Sharon Anne",1990,Doctor of Philosophy,https://curve.carleton.ca/e314db24-fc3e-4757-89ac-60cf28ef85cc,not yet transcribed,Ontario,https://curve.carleton.ca/system/files/etd/e314db24-fc3e-4757-89ac-60cf28ef85cc/etd_pdf/48d389aea98703bc39539c2786abc099/cook-continuedandperseveringcombattheontariowomans.pdf,"Ontario Woman's Christian Temperance Union; Temperance ;Ontario ;Societies, Etc; Women ;Ontario ;Societies And Clubs ; Women ;Ontario ;History",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/wp-content/uploads/paterson-hall-thumb.jpg,51.2538,-85.3232
hist_244,"Officer-man relations in the Canadian Expeditionary Force, 1914-1919.",pdf,"Losinger, Isabella Diane",1991,Master of Arts,https://curve.carleton.ca/88bcdb4b-da46-4c07-a717-dca707036601,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/88bcdb4b-da46-4c07-a717-dca707036601/etd_pdf/d6dcdc74012e0d2a11e749c952468ddc/losinger-officermanrelationsinthecanadianexpeditionary.pdf,"Canada;Armed forces ;Officers;Armed forces ;Personnel Management; Intergroup Relations; Canadian Army ; Canadian Expeditionary Force;World War, 1914-1918 ;Canada",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson3.jpg,56.1304,-106.3468
hist_245,"Direct democrat: W. C. Good and the Ontario farm progressive challenge, 1895-1929.",pdf,"Wylie, T. Robin",1991,Doctor of Philosophy,https://curve.carleton.ca/550f7ac0-401e-4383-8e1d-e541f79202ee,not yet transcribed,Ontario,https://curve.carleton.ca/system/files/etd/550f7ac0-401e-4383-8e1d-e541f79202ee/etd_pdf/0aa50836e9230d1d19a2d2c261fde763/wylie-directdemocratwcgoodandtheontariofarmprogressive.pdf,"Good, William Charles, 1876-1967; Agriculture,cooperative ;Ontario ; Co-operative Commonwealth Federation;Politics And Government 20th Century",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson2.jpg,51.2538,-85.3232
hist_238,"Wills in later medieval England, with special reference to women.",pdf,"Mills, Katherine Louise",1992,Master of Arts,https://curve.carleton.ca/12095367-7769-49ef-ac4b-5d422af16cf0,not yet transcribed,England,https://curve.carleton.ca/system/files/etd/12095367-7769-49ef-ac4b-5d422af16cf0/etd_pdf/c9e36a35c0d7e7502e63f84a1805d2ad/mills-willsinlatermedievalenglandwithspecialreference.pdf,"Wills ;England ; Women ;Legal Status, Laws, Etc;England ; Married Women ;England ; Marital Property ;England ;England ;Social Life And Customs 1066-1485",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson1.jpg,52.3555,1.1743
hist_239,"Visions of grandeur; planning for the Canadian post-war army, 1944- 1947.",pdf,"Brulotte, Bryan",1992,Master of Arts,https://curve.carleton.ca/6ab344cb-4730-4d4f-8fd8-6a97d8cfed64,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/6ab344cb-4730-4d4f-8fd8-6a97d8cfed64/etd_pdf/ad910b70dbd8de099b7170b137295840/brulotte-visionsofgrandeurplanningforthecanadianpostwar.pdf,Canada; Canadian Armed Forces ;Military history,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg,56.1304,-106.3468
hist_240,A history of the Ottawa Allied Trades and Labour Association 1897-1922; a study of working-class resistance and accommodation by the craft worker.,pdf,"Sykes, Peggy J.",1992,Master of Arts,https://curve.carleton.ca/ec93bd25-af02-409e-93bd-b00a77962b88,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/ec93bd25-af02-409e-93bd-b00a77962b88/etd_pdf/2bf292d082daa5a395923f3edecebcde/sykes-ahistoryoftheottawaalliedtradesandlabourassociation.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/wp-content/uploads/paterson-hall-thumb.jpg, ,
hist_241,"The district land boards: a study of early land administration in Upper Canada, 1788-94.",pdf,"Moorman, David",1992,Master of Arts,https://curve.carleton.ca/cf098b5b-92b0-4c52-9aff-a01832c25c6f,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/cf098b5b-92b0-4c52-9aff-a01832c25c6f/etd_pdf/9ea33055f5d924ec1a2feca12a1c2607/moorman-thedistrictlandboardsastudyofearlylandadministration.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson7.jpg, ,
hist_242,"Grudging gifts: Canada, the Colombo plan and the formation of an aid policy.",pdf,"Shaw, Jacqueline T.",1992,Master of Arts,https://curve.carleton.ca/b0e00192-1f0c-4ee0-ab2e-aba0dd4c6fda,not yet transcribed,tbd,https://curve.carleton.ca/system/files/etd/b0e00192-1f0c-4ee0-ab2e-aba0dd4c6fda/etd_pdf/dc3cc27d2cf496223dc86fe0dc7ef94d/shaw-grudginggiftscanadathecolomboplanandtheformation.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson6.jpg, ,
hist_243,Revolution and reaction : the emergence of the Hungarian national movement,pdf,"Isztil, Janos",1992,Master of Arts,https://curve.carleton.ca/05e875aa-4600-4fd8-b5fb-60b5008b6be3,not yet transcribed,Hungary,https://curve.carleton.ca/05e875aa-4600-4fd8-b5fb-60b5008b6be3,Hungary;Politics And Government;1699-1848; Nationalism ;Hungary;Hungary;Intellectual Life,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson5.jpg,47.1625,19.5033
hist_323,An Illustrative life : an examination of how L. M. Montgomery's public and private lives reveal tensions evident within turn-of-the- century Canadian social and intellectual history.,record,"Fulford, Allison",1992,Master of Arts,n/a,not yet transcribed,Canada,https://ocul-crl.primo.exlibrisgroup.com/permalink/01OCUL_CRL/1gqvnf4/alma991002715399705153," Montgomery, L. M (Lucy Maud), 1874-1942; Intellectual life; Women authors, Canadian; Social reformers; Social conditions",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson7.jpg,56.1304,-106.3468
hist_233,"Perceptions of vagrancy in extant legal records throughout the later middle ages, 1100-1400.",pdf,"Moore, Stephen",1993,Master of Arts,https://curve.carleton.ca/65049a16-71cb-4ccc-b5cd-867074d202f0,not yet transcribed,Britain,https://curve.carleton.ca/system/files/etd/65049a16-71cb-4ccc-b5cd-867074d202f0/etd_pdf/e5f027e18b1a103948162123df08a7b1/moore-perceptionsofvagrancyinextantlegalrecords.pdf,"Vagrancy ; Medieval Period, 1066-1485;Poor",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson7.jpg,54.559323,-3.174022
hist_234,"Quaker migration and the founding of Bloomfield, Ontario.",pdf,"Muller, Mary M.",1993,Master of Arts,https://curve.carleton.ca/7d345f2c-6369-407d-bd1f-1982a436eb0f,not yet transcribed,Ontario;Bloomfield,https://curve.carleton.ca/system/files/etd/7d345f2c-6369-407d-bd1f-1982a436eb0f/etd_pdf/70b03568cef5ca936cf8efe7b686ad85/muller-quakermigrationandthefoundingofbloomfield.pdf,Quakers; Society Of Friends ; United Empire Loyalists,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson6.jpg,44.0071,-77.2294
hist_235,"The busy East: boosting the Maritimes, 1910-1925.",pdf,"Burridge, Stephen",1993,Master of Arts,https://curve.carleton.ca/e92d035a-3c9b-4e78-865b-d9b9cfd28e8f,not yet transcribed,Martime Canada,https://curve.carleton.ca/system/files/etd/e92d035a-3c9b-4e78-865b-d9b9cfd28e8f/etd_pdf/8afb698a4f3b887a53f254f1459d3265/burridge-thebusyeastboostingthemaritimes19101925.pdf,Maritime Provinces ;Economic Conditions;Politics And Government 1867-,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson5.jpg,45.1947,-63.0694
hist_236,"Nations mothers, Empires daughters: the Imperial Order Daughters of the Empire, 1920-1930.",pdf,"Gaudet, Lisa",1993,Master of Arts,https://curve.carleton.ca/3ed4265f-8bc1-4687-a853-021788bf82f5,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/3ed4265f-8bc1-4687-a853-021788bf82f5/etd_pdf/06a43a3b8ff89558ec801652e565b9a7/gaudet-nationsmothersempiresdaughterstheimperial.pdf,"Imperial Order Daughters of the Empire,",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson3.jpg,56.1304,-106.3468
hist_237,"To make intelligent beings yet more intelligent: the Canadian Federation of University Women, 1919-1931.",pdf,"Hubley, Wendy",1993,Master of Arts,https://curve.carleton.ca/7235351b-8f71-44b4-92c5-df64cf87846d,not yet transcribed,Canada,https://curve.carleton.ca/system/files/etd/7235351b-8f71-44b4-92c5-df64cf87846d/etd_pdf/52593dcf494dec75d2466703b5f4dfb6/hubley-tomakeintelligentbeingsyetmoreintelligent.pdf,Canadian Federation Of University Women ; Women College Graduates ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://asc.library.carleton.ca/sites/default/files/Paterson2.jpg,56.1304,-106.3468
